Mobile Medical Van,Mobile Unit,0,Mobile Road,Cape Town,Western Cape,7490,Cape Town,-33.971099,18.5863365
Bell Gardens WIC Site,6501 South Garfield Avenue,6501,Garfield Avenue,Bell Gardens,California,90201,Los Angeles County,33.9731248,-118.147775
Highland Park WIC Center,6512 North Figueroa #4,6512,North Figueroa Street,Los Angeles,California,90042,Los Angeles County,34.1205263,-118.1834875
29 Palms WIC,6527 Desert Queen Avenue,6527,Desert Queen Avenue,Twentynine Palms,California,92277,San Bernardino County,34.135033,-116.058924
"Wattshealth Foundation, Inc. Huntington Park Site - WIC",6601 Rubgy Avenue,6601,Rugby Avenue,Huntington Park,California,90255,Los Angeles County,33.9791013,-118.2269295
Pioneer Park,6740 Fairplay,6740,Fairplay Road,Somerset,California,95684,El Dorado County,38.608025,-120.702945
Western WIC Center,6918 South Western Avenue,6918,Western Avenue,Los Angeles,California,90047,Los Angeles County,33.9764669,-118.3085554
Linda Vista Family Care,6963 Linda Vista Road,6963,Linda Vista Road,San Diego,California,92111,San Diego County,32.787206,-117.1697829
"Consolidated Tribal Health Project, Inc. (CTHP)",6991 North State Street Building A,6991,North State Street,Ukiah,California,95482,,39.195287,-123.2065448
Huntington Park WIC,7022 Rugby Avenue,7022,Rugby Avenue,Huntington Park,California,90255,Los Angeles County,33.975641,-118.226168
Lemon Grove WIC Office,7034 Broadway Avenue,7034,Broadway Lane,Lemon Grove,California,91945,San Diego County,32.7466834,-117.0179925
Van Nuys WIC,7138 Van Nuys Boulevard,7138,Van Nuys Boulevard,Los Angeles,California,91405,Los Angeles County,34.2002078,-118.4478394
Riverside Neighborhood Health Center Wic,7140 Indiana Avenue,7140,Indiana Avenue,Riverside,California,92504,Riverside County,33.9383802,-117.397381
Eastmont Mall WIC,7200 Bancroft Avenue Suite 204,7200,Bancroft Avenue,Oakland,California,94605,Alameda County,37.7671679,-122.1767049
NEVHC Sun Valley Health Center,7223 Fair Avenue,7223,Fair Avenue,Los Angeles,California,91352,Los Angeles County,34.2018353,-118.3748849
Cudahy WIC Site,7272 Atlantic Boulevard,7272,Atlantic Avenue,Cudahy,California,90201,Los Angeles County,33.9699673,-118.1879358
Dixon Migrant Camp,7290 Radio Station Road,7290,Radio Station Road,Dixon,California,95620,Solano County,38.387318,-121.7778503
VHC Gilroy,7475 Camino Arroyo,7475,Camino Arroyo,Gilroy,California,95020,Santa Clara County,37.0112,-121.557045
Gardner South County Health Clinic,7526 Monterey Road,7526,Monterey Road,Gilroy,California,95020,Santa Clara County,37.00864,-121.569001
Linda Vista WIC Office,7612 Linda Vista Road Suite #111,7612,Linda Vista Road,San Diego,California,92111,San Diego County,32.801906,-117.158178
Citrus Heights WIC,7640 Greenback Lane,7640,Greenback Lane,Citrus Heights,California,95610,Sacramento County,38.6775477,-121.2832753
Shingletown WIC Black Butte Elementary School,7752 Ponderosa Way Room 19,7752,Ponderosa Way,Shingletown,California,96088,Shasta County,40.5135722,-121.9360574
Arlanza WIC,7801 Gramercy Place,7801,Gramercy Place,Riverside,California,92503,Riverside County,33.9379497,-117.4591686
DHC - Northeast,7908 N. West Lane Suite 201,7908,West Lane,Stockton,California,95210,San Joaquin County,38.0204291,-121.2936925
Niland Clinic,8027 Highway 111,8027,California 111,Niland,California,92257,Imperial County,33.23552,-115.520851
Fruitridge WIC,8031 Fruitridge Road Suite D,8031,Fruitridge Road,Sacramento,California,95820,Sacramento County,38.5254239,-121.4096577
California City,8070 California City Boulevard,8070,California City Boulevard,California City,California,93505,Kern County,35.1257339,-117.9840396
Sun Valley WIC,8132 Sunland Boulevard,8132,Sunland Boulevard,Los Angeles,California,91352,Los Angeles County,34.218178,-118.3697465
Panorama City,8215 Van Nuys Boulevard Suite 100,8215,Van Nuys Boulevard,Los Angeles,California,91402,Los Angeles County,34.2202355,-118.4490478
Elk Grove,8231 East Stockton Boulevard Suite B,8231,East Stockton Boulevard,Sacramento,California,95828,Sacramento County,38.459738,-121.410517
Windsor,8465 Old Redwood Highway Suite 410,8465,Old Redwood Highway,Windsor,California,95492,Sonoma County,38.5433735,-122.8010239
Oregon House WIC,8676 Marysville Road,8676,Marysville Road,Oregon House,California,95962,Yuba County,39.3565458,-121.278862
Pico Rivera WIC Center,8666-8676 East Whittier Boulevard,8676,Whittier Boulevard,Pico Rivera,California,90660,Los Angeles County,34.0027102,-118.0872226
Lamont Community Health Center,8787 Hall Road,8787,Hall Road,Lamont,California,93241,Kern County,35.2591524,-118.9081635
Sunland/Tujunga WIC,8828 Fenwick Street,8828,Fenwick Street,Los Angeles,California,91040,Los Angeles County,34.2613235,-118.3245486
Old Town Elk Grove (OEG),8986 Elk Grove Boulevard,8986,Elk Grove Boulevard,Elk Grove,California,95624,Sacramento County,38.408693,-121.367549
Plaza Fontana,9161 Sierra Avenue,9161,Sierra Avenue,Fontana,California,92335,San Bernardino County,34.0874949,-117.4347137
Planada WIC,9222 East Broadway,9222,Broadway Avenue,Planada,California,95301,Merced County,37.2907974,-120.3210744
Elk Grove Light of the Valley Church,9270 Bruceville Road,9270,Bruceville Road,Elk Grove,California,95758,Sacramento County,38.4208039,-121.418659
Jurupa Health Center WIC,9415 Mission Boulevard Suite J,9415,Mission Boulevard,Riverside,California,92509,Riverside County,34.012388,-117.4902327
Plymouth City Hall,9426 Main Street,9426,Main Street,Plymouth,California,95669,Amador County,38.4811309,-120.8477052
Rancho Cucamonga,9507 Arrow Route Building 7-Suite A,9507,Arrow Route,Rancho Cucamonga,California,91730,San Bernardino County,34.0987586,-117.5977064
Spring Valley WIC,9621 Campo Road Suite G,9621,Campo Road,Spring Valley,California,91977,San Diego County,32.7475927,-116.9896078
Lakeside Community Center,9841 Vine Street,9841,Vine Street,Lakeside,California,92040,San Diego County,32.8591605,-116.9202943
Garvey WIC Center,10016 Garvey Avenue,10016,Garvey Avenue,El Monte,California,91733,Los Angeles County,34.0627181,-118.0510108
Nevada County Public Health Department,10075 Levone Avenue Suite 202,10075,Levon Avenue,Truckee,California,96161,Nevada County,39.3254322,-120.1988431
"Wattshealth Foundation, Inc. Watts Site - WIC",10300 South Compton Avenue,10300,Compton Avenue,Los Angeles,California,90002,Los Angeles County,33.9429351,-118.2458025
Lamont,10318 Main Street,10318,Main Street,Lamont,California,93241,Kern County,35.2617737,-118.914769
Greeley Hill WIC Program,10332 Fiske Road,10333,Fiske Road,Coulterville,California,95311,Mariposa County,37.7462887,-120.1322442
Rancho Cordova Neighborhood Center,10665 Coloma Road (At Coloma And Mcgregor),10665,Coloma Road,Rancho Cordova,California,95670,Sacramento County,38.6117211,-121.2905352
Rosedale WIC Office,10727 Rosedale Highway,10727,Rosedale Highway,Bakersfield,California,93312,Kern County,35.3830087,-119.1214324
Mira Mesa UCSD,10737 Camino Ruiz Suite 135,10737,Camino Ruiz,San Diego,California,92126,San Diego County,32.9143175,-117.1423537
Whittier WIC Center,10750 Laurel Avenue,10750,Laurel Avenue,Whittier,California,90605,Los Angeles County,33.9355534,-118.0481117
Independencia Community Center,10841 Garza Avenue,10841,Garza Avenue,Anaheim,California,92804,Orange County,33.805073,-117.9702878
Lincoln Continuation High School,11262 Garden Grove Boulevard,11262,Garden Grove Boulevard,Garden Grove,California,92843,Orange County,33.7733112,-117.9352268
"Wattshealth Foundation, Inc. Hoover Site - WIC",11400 South Hoover Street,11400,South Hoover Street,Los Angeles,California,90044,Los Angeles County,33.930627,-118.286527
Morongo Clinic,11555 1/2 Potrero Road,11555,Potrero Road,Banning,California,92220,Riverside County,33.9526958,-116.8289917
Placer County DHHS WIC Program,11562 B Avenue,11562,B Avenue,Auburn,California,95603,Placer County,38.9401351,-121.103965
Fort Jones Community Hall,11960 East Street,11960,East Street,Fort Jones,California,96032,Siskiyou County,41.6072331,-122.840047
Jackson American Legion Hall,12134 Airport Road,12134,Airport Road,Sutter Creek,California,95685,Amador County,38.3763639,-120.8005834
Stanton WIC,12600 Beach Boulevard Suite A,12600,Beach Boulevard,Stanton,California,90680,Orange County,33.7794265,-117.9923765
NEVHC Pacoima Health Center WIC,12756 Van Nuys Boulevard,12756,Van Nuys Boulevard,Los Angeles,California,91331,Los Angeles County,34.2739042,-118.4107744
Irwindale ISIS Lab,12781 Schabarum Avenue,12781,Schabarum Avenue,Irwindale,California,91706,Los Angeles County,34.0811246,-117.9951667
Pechanga Clinic,12784 Pechango Road,12784,Pechanga Road,Temecula,California,92592,Riverside County,33.4479603,-117.0888599
Poway Community-Center Auditorium,13094 Civic Center Drive,13094,Civic Center Drive,Poway,California,92064,San Diego County,32.953356,-117.0477136
Pacoima WIC,13631 Van Nuys Boulevard,13631,Van Nuys Boulevard,Los Angeles,California,91331,Los Angeles County,34.2606939,-118.4299192
Moreno Valley WIC Clinic,13800 Heacock Suite 125,13800,Heacock Street,Moreno Valley,California,92553,Riverside County,33.9196599,-117.2426616
Mt. Zion Church,13891 Cedar Pine Lane,13891,Cedar Pine Lane,Pine Grove,California,95665,Amador County,38.409002,-120.652327
Norwalk WIC Center,13926 South San Antonio Drive Suite 102,13926,San Antonio Drive,Norwalk,California,90650,Los Angeles County,33.904348,-118.0798588
Desert Hot Springs,"14080 Palm Drive, Suite A",14080,Palm Drive,Desert Hot Springs,California,92240,Riverside County,33.9459607,-116.4985202
West/Beach WIC,14120 Beach Boulevard,14120,Beach Boulevard,Westminster,California,92683,Orange County,33.757051,-117.9890287
Walnut Grove Office,14181 Grove Street,14181,Grove Street,Walnut Grove,California,95690,Sacramento County,38.2404706,-121.5121752
Madera,14215 Road 28,14215,Road 28,Madera,California,93638,Madera County,36.9549035,-120.0373915
Boonville,14470 Highway 128,14470,Highway 128,Boonville,California,95415,Mendocino County,39.0025986,-123.361463
La Mirada WICc Center,14569 Telegraph Road,14569,Telegraph Road,La Mirada,California,90638,Los Angeles County,33.9232276,-118.0210538
Gardena WIC Center,15212 South Western Avenue Unit D,15212,Western Avenue,Gardena,California,90249,Los Angeles County,33.8930423,-118.3088957
Victorville,15247 Eleventh Street,15247,11th Street,Victorville,California,92395,San Bernardino County,34.528747,-117.291663
Clearlake WIC,15312 Lakeshore Drive,15312,Lakeshore Drive,Clearlake,California,95422,Lake County,38.950406,-122.626443
Mojave Veterans Of Foreign Wars Hall,15580 O Street,15580,O Street,Mojave,California,93501,Kern County,35.0487629,-118.1670364
Hawthorne WIC Center,15685 Hawthorne Boulevard Units E-H,15685,Hawthorne Boulevard,Lawndale,California,90260,Los Angeles County,33.8888247,-118.3527459
Middletown,15833 Armstrong,15833,Armstrong Street,Middletown,California,95461,Lake County,38.7511545,-122.6140726
Amar WIC Center,15942-44 Amar Road,15942,Amar Road,City of Industry,California,91744,Los Angeles County,34.0361855,-117.9363544
San Leandro WIC,15949 E 14th Street,15949,East 14th Street,San Leandro,California,94578,Alameda County,37.6992833,-122.1205384
Paramount WIC Site,16260 Paramount Boulevard,16260,Paramount Boulevard,Paramount,California,90723,Los Angeles County,33.8865469,-118.1599698
Guerneville WIC,16390 Main Street,16390,Main Street,Guerneville,California,95446,Sonoma County,38.502182,-122.999966
Victor Valley Health Center,16453 Bear Valley Road,16453,Bear Valley Road,Hesperia,California,92345,San Bernardino County,34.4701312,-117.3044264
Santa Rosa Rancheria,16855 Alkali Drive,16855,Alkali Drive,Lemoore,California,93245,Kings County,36.2362673,-119.7608947
Huron,16928 - 11th Avenue,16928,11th Street,Huron,California,93234,Fresno County,36.2053519,-120.1025465
Esparto Family Practice,17050 South Grafton Street,17050,South Grafton Street,Esparto,California,95627,Yolo County,38.6930317,-122.0173511
Oak View Family Resource Center,17261 Oak Lane,17261,Oak Lane,Huntington Beach,California,92647,Orange County,33.7106422,-117.9934667
Bellflower WIC Center,17610 Bellflower Boulevard #103-105,17610,Bellflower Boulevard,Bellflower,California,90706,Los Angeles County,33.8724564,-118.1240789
Reseda WIC,18341 Sherman Way Suite 108,18341,Sherman Way,Los Angeles,California,91335,Los Angeles County,34.2013562,-118.5331886
Tuolumne City Branch Library,18375 Fir Street,18375,Fir Avenue,Tuolumne,California,95379,Tuolumne County,37.9603805,-120.2365016
NEVHC Santa Clarita Health Center,18533 Soledad Canyon Road,18533,Soledad Canyon Road,Santa Clarita,California,91351,Los Angeles County,34.4165527,-118.4560587
El Modena Family Resource Center WIC,18672 East Center Street,18672,East Center Avenue,Orange,California,92869,Orange County,33.7892571,-117.8070982
Groveland Coummnity Hall,18990 Highway 120,18990,Highway 120,Groveland,California,95321,Tuolumne County,37.835516,-120.2145273
Sonoma Clinic,19270 Sonoma Highway,19270,Sonoma Highway,Sonoma,California,95476,Sonoma County,38.2987133,-122.4750649
Hilmar WIC,20056 West American Avenue,20056,American Avenue,Hilmar,California,95324,Merced County,37.4115616,-120.8504562
Tuolumne County WIC Program,20111 Cedar Road North,20111,Cedar Road,Sonora,California,95370,Tuolumne County,37.987962,-120.366131
Riverdale,20949 Malsbary Avenue,20949,Malsbary Street,Riverdale,California,93656,Fresno County,36.4314618,-119.8614302
Canoga Park,21013 Sherman Way,21013,Sherman Way,Los Angeles,California,91303,Los Angeles County,34.201119,-118.5908995
CBC Hall,22283 Highway 26,22283,Highway 26,West Point,California,95255,Calaveras County,38.3992103,-120.527066
TVHC - Hayward,22331 Mission Boulevard Second Floor,22331,Mission Boulevard,Hayward,California,94541,Alameda County,37.6743188,-122.086888
Faith Lutheran Church - Pioneer,22601 Highway 88,22601,Highway 88,Pioneer,California,95666,Amador County,38.4174957,-120.6090555
Newhall,23630 Newhall Road,23630,Newhall Avenue,Santa Clarita,California,91321,Los Angeles County,34.369847,-118.5126901
NEVHC Valencia Health Center,23763 Valencia Boulevard,23763,Valencia Boulevard,Santa Clarita,California,91355,Los Angeles County,34.4150495,-118.5518025
Lake Forest,23832 Rockfield Boulevard Suite 250,23832,Rockfield Boulevard,Lake Forest,California,92630,Orange County,33.6261864,-117.7148776
Point Arena,24000 South Highway 1,24000,South Highway 1,Point Arena,California,95468,Mendocino County,38.916423,-123.703363
Hayward WIC,24085 Amador Suite 100,24085,Amador Street,Hayward,California,94544,Alameda County,37.659529,-122.095457
Riverside County Regional Medical Center,26520 Cactus Avenue 3rd Floor,26520,Cactus Avenue,Moreno Valley,California,92555,Riverside County,33.911942,-117.1958574
Boron Community Recreation Building WIC Clinic,26904 Nichols Street,26904,Nichols Street,Boron,California,93516,Kern County,34.9976131,-117.6518437
Canyon Country,26974 Rainbow Glen Drive,26974,Rainbow Glen Drive,Santa Clarita,California,91351,Los Angeles County,34.4209228,-118.4901803
Valley Center Community Service,28246 Lilac Road,28246,Lilac Road,Valley Center,California,92082,San Diego County,33.2214622,-117.0390526
Prather Clinic,29369 Auberry Road Suite 102,29369,Auberry Road,Prather,California,93651,Fresno County,37.0390177,-119.5177825
Camino Health Center,30300 Camino Capistrano,30300,Camino Capistrano,San Juan Capistrano,California,92675,Orange County,33.5229653,-117.6680074
North Fork Indian And Community Health,32938 Road 22 Suite 2,32938,Co Road 22,Sauk Centre,Minnesota,56378,Stearns County,45.6143993,-94.996875
"Tiburcio Vasquez Health Center, Inc.",32970 Alvarado Niles Road Suite 760,32970,Alvarado-Niles Road,Union City,California,94587,Alameda County,37.5937755,-122.0448645
Burney WIC Program,36911 Main Street,36911,Main Street,Burney,California,96013,Shasta County,40.880108,-121.6739315
Santa Rosa/Chuilla,39100 Contreras Road Suite C,39100,Contreras Road,Anza,California,92539,Riverside County,33.553935,-116.674101
Gualala,39144 Ocean Drive Suite 4,39144,Ocean Drive,Gualala,California,95445,Mendocino County,38.7696298,-123.5307751
Fremont Resource Center,39155 Liberty Street Suite H-840,39155,Liberty Street,Fremont,California,94538,Alameda County,37.5507906,-121.9832503
Oakhurst,40325 Highway 41,40631,Highway 41,Oakhurst,California,93644,Madera County,37.3312157,-119.6516912
Temecula Health Center WIC,41002 County Center Drive Room B,41002,County Center Drive,Temecula,California,92591,Riverside County,33.5276571,-117.1613318
Knights Landing Family Resource Center,42351 Third Street,42351,3rd Street,Knights Landing,California,95645,Yolo County,38.80037,-121.71784
Yucca Valley WIC,56357 Pima Trail,56357,Pima Trail,Yucca Valley,California,92284,San Bernardino County,34.1188901,-116.4348913
Happy Camp Grange Hall,64501 Second Avenue,64501,2nd Avenue,Happy Camp,California,96039,Siskiyou County,41.7896327,-123.3833042
Torres-Martinez,66735 Martinez Road,66735,Martinez Road,Thermal,California,92274,Riverside County,33.5620927,-116.1537543
Cathedral City WIC,68615 Perez Road Suite 17-B,68615,Perez Road,Cathedral City,California,92234,Riverside County,33.7831915,-116.4652942
Mecca WIC,91275 Avenue 66,91275,66th Avenue,Mecca,California,92254,Riverside County,33.5683321,-116.0743629
Covelo,2300 Henderson Road,,Henderson Road,Covelo,California,95428,Mendocino County,39.8039569,-123.277146
VHC East Valley,1993 McKee Road Building EVT1,,,San Jose,California,95116,Santa Clara County,37.3558627,-121.8505679
Hoopa Health Association,Airport Road,N/A,Airport Road,Hoopa,California,95546,Humboldt County,41.0445179,-123.6660636
"United Indian Health Services, Inc",HC 67 Highway 96,,Highway 96,,California,,,41.1889819,-123.682402
Willow Creek Health Department,3888 Highway 299,,Highway 299,Willow Creek,California,95573,Humboldt County,40.9333574,-123.6751181
"East Oakland Health Council, Inc.",7450 East 14th Street,,,Oakland,California,94621,Alameda County,37.7539608,-122.1971751
Southwest WIC Office,4621 American Avenue Units A & B,,Bakersfield Avenue,,Arizona,85356,Yuma County,32.6744073,-114.1508349
Adelanto,11366 Bartlett Suites 13 & 14,,Adelanto Road,Adelanto,California,92301,San Bernardino County,34.579322,-117.4007608
Buttonwillow WIC Clinic,277 East Front Street,,,Buttonwillow,California,,Kern County,35.400517,-119.4695619
China Lake Naval Weapons Center Family Support Services,610 Blandy Building,,Blandy Avenue,Ridgecrest,California,93555,Kern County,35.6545418,-117.6552847
Edwards Air Force Base,Airmen & Family Resource Center 412 FSS/FSFR90,,,Lost Hills,California,,Kern County,35.616349,-119.6942941
Lost Hills Paramount Park,Corner of Lost Hills Road and Highway 46,,Highway 46,Lost Hills,California,93249,Kern County,35.6161139,-119.6897856
Panama,4600 Panama Lane Road,,,Bakersfield,California,93313,Kern County,35.1090685,-119.0227159
WIC Mobile,500 E. California Avenue Actual locations will vary,,,Bakersfield,California,93305,Kern County,35.3964972,-118.9819731
El Portal,100 Foresta Road,,Foresta Road,El Portal,California,95318,Mariposa County,37.6800998,-119.7899115
Sutter Merced Medical Center - WIC Program,"301 East 13th Street 1St Floor, East Wing",,,Merced,California,,Merced County,37.3021632,-120.4829677
Newell WIC Program Basin Bible Church,5th And Glendale Streets,,5th Avenue,Tulelake,California,96134,Modoc County,41.8833123,-121.3663503
Westwood Community Center,3rd And Birch Street,,3rd Street,Westwood,California,96137,Lassen County,40.302165,-121.0018856
Placer County Department of Health and Human Services,427 A Street,,,Lincoln,California,,Placer County,38.891565,-121.2930079
Sacramento County WIC Program Main Office,2251 Florin Road (24th And Florin) Suite 100,,Florin Road,Sacramento,California,95822,Sacramento County,38.4957182,-121.4826946
McArthur WIC,44218 A Street Inter Mountain Fair Grounds,,,McArthur,California,,Shasta County,41.0501634,-121.3991469
Orosi WIC,40802 Road 128,,Road 128,Orosi,California,93647,Tulare County,36.5432797,-119.2865843
Porterville WIC,"1055 West Henderson Suite 5, Government Center South",,,Porterville,California,93257,Tulare County,36.06523,-119.0167679
Tulare WIC,458 E. O'Neal,,,Tulare,California,93274,Tulare County,36.2077288,-119.3473379
Coalinga,1510 Falcon Way,,Falcon Way,Coalinga,California,93210,Fresno County,36.1474518,-120.3589406
Almanor Basin Parks & Rec,102 Meadowbrook Loop,,Meadowbrook Loop,Chester,California,96020,Plumas County,40.309084,-121.231656
Beale Air Force Base - Family Support Center 9MSS/MSF,17800 - 13th Street Suite 400,,13th Street,Beale Air Force Base,California,95903,Yuba County,39.1111236,-121.4079754
Branch Medical Clinic Family Service Center Building 263,32Nd Street Naval Station,,,San Diego,California,92136,San Diego County,32.6833364,-117.1220632
Camp Pendleton Marine Corps Base Mainside,Building 1131,,Marine Corps Base,Camp Pendleton North,California,92055,San Diego County,33.4209436,-117.4327742
Marine Corp Air Station,MCAS Chapel Building 5632,,,San Diego,California,92145,San Diego County,32.8728949,-117.1323579
San Onofre San Onofre Community Center,Marine Corps Base Building 51919,,Marine Corps Base,Camp Pendleton North,California,92055,San Diego County,33.4209436,-117.4327742
Spring Valley WIC Office,"8810 Jamacha Boulevard Suites D, E, & F",,,Spring Valley,California,,San Diego County,32.744774,-116.998916
Inland Family Community Health Center,665 North 'D' Street,,Via Pian d' Erba,Erba,Lombardia,22036,Como,45.8035979,9.2200575
Calexico WIC,2451 Rockwood Avenue Suite 109 (El Paseo Shopping Center),,,Calexico,California,,Imperial County,32.6789476,-115.4988834
Inyo County Department Of Health And Human Services,Tecopa County Building Suite 2,,,Tecopa,California,,Inyo County,35.8482993,-116.2264127
Citrus Valley WIC Citrus Valley Medical Center,115 South Sunset Avenue Prenatal Service Dept.,,,West Covina,California,91790,Los Angeles County,34.0656464,-117.9424743
Covina WICc Center,1012 Citrus #A & B,,B Street,Covina,California,91724,Los Angeles County,34.1060102,-117.8642966
Cypress WIC Center,"4470 West Lincoln Units 5, 6, & 6A",,,Cypress,California,,Orange County,33.8169599,-118.0372852
Echo Park WIC Center,1311 Glendale Boulevard B & C,,South Glendale Avenue,Glendale,California,91205,Los Angeles County,34.1286868,-118.2527145
El Sereno WIC Center,4837 Huntington Drive # 6 & 7,,7th Street,San Fernando,California,91340,Los Angeles County,34.2985288,-118.4321258
Pico Place WIC Center,"4100 West Pico Boulevard #3, 4, 5 & 6",,West Pico Boulevard,Los Angeles,California,90019,Los Angeles County,34.0474931,-118.3230068
Rosemead WIC Center,8923 East Mission Drive Units A & B,,Rosemead Boulevard,Rosemead,California,91770,Los Angeles County,34.0842306,-118.073219
Wilmington WIC Center,"125 E. Anaheim Street Suite C, D, & E",,West Anaheim Street,Los Angeles,California,90744,Los Angeles County,33.7793401,-118.2741688
Indio Health Center WIC,47-923 Oasis Street Room NT1,,,Indio,California,,Riverside County,33.7205771,-116.2155619
Fort Irwin,"ACS B, 2nd Street Building 548",,,Fort Irwin,California,,San Bernardino County,35.2628402,-116.6846351
Village on D,2035 & 2037 N. 'D' Street,,Via Pian d' Erba,Erba,Lombardia,22036,Como,45.8035979,9.2200575
Chula Vista WIC,1655 Broadway Suite 17 & 18,,Broadway,Chula Vista,California,91910,San Diego County,32.6461031,-117.0953556
National City WIC,1005 Plaza Boulevard Suites A & B,,East Plaza Boulevard,National City,California,91950,San Diego County,32.6746776,-117.104167
Cuyama Health Clinic,4711 Highway 165,,,New Cuyama,California,93254,Santa Barbara County,34.94446,-119.6871779
Picavune,35300 Hwy 41 Suite 200,,State Highway 41,Coarsegold,California,93614,Madera County,37.2484731,-119.704396
Administration WIC Site,Tu Su Lane,,North Tu-Su Lane,Bishop,California,93514,Inyo County,37.3685263,-118.4183647
Benton Clinic,Yellow Jacket Road Star Right 4,,,Benton,California,93512,,37.8909018,-118.5564526
Fort Independence Clinic,0,,Fort Road,Independence,California,93526,Inyo County,36.8352404,-118.2158691
